@relation Output

@attribute nHBAcc numeric
@attribute nHBDon numeric
@attribute naAromAtom numeric
@attribute nAtomP numeric
@attribute nB numeric
@attribute nAromBond numeric
@attribute nRotB numeric
@attribute ALogP numeric
@attribute ALogp2 numeric
@attribute AMR numeric
@attribute XLogP numeric
@attribute MLogP numeric
@attribute apol numeric
@attribute TopoPSA numeric
@attribute MW numeric
@attribute bpol numeric
@attribute ATSc1 numeric
@attribute ATSc2 numeric
@attribute ATSc3 numeric
@attribute ATSc4 numeric
@attribute ATSc5 numeric
@attribute ATSm1 numeric
@attribute ATSm2 numeric
@attribute ATSm3 numeric
@attribute ATSm4 numeric
@attribute ATSm5 numeric
@attribute nAcid numeric
@attribute nBase numeric
@attribute MOMI-X numeric
@attribute MOMI-Y numeric
@attribute MOMI-Z numeric
@attribute MOMI-XY numeric
@attribute MOMI-XZ numeric
@attribute MOMI-YZ numeric
@attribute MOMI-R numeric
@attribute AllSurfaceArea numeric
@attribute Association {Yes}

@data
1,0,6,7,23,6,1,1.0902,1.188536,78.11,3.612,3.22,50.251825,12.47,271.193615,31.226175,0.24556,-0.14221,-0.00567,0.028977,0.014339,21.134449,24.16273,36.16273,42.16273,36.328912,0,1,2671.244847,1986.554792,684.690055,1.344662,3.901393,2.901393,5.968496,477.078063,Yes
4,2,9,13,19,10,6,1.8866,3.55926,70.3392,3.121,2.12,38.925895,92.31,265.088498,24.192105,0.453699,-0.388331,0.308836,-0.318271,0.296064,26.756632,24.332938,33.635416,30.501269,26.661815,0,0,4660.287607,4439.36724,220.920367,1.049764,21.094875,20.094875,6.272193,587.672809,Yes
24,16,6,7,80,6,24,-11.6027,134.622647,254.2256,4.018,4.43,173.227784,412.03,1092.643063,109.508216,2.14304,-0.780638,-0.311513,0.664984,-1.226406,92.216839,88.305018,126.193057,149.111002,170.78753,0,3,68765.47197,53773.21044,14992.26153,1.278805,4.586731,3.586731,14.808623,1532.842149,Yes
2,1,0,13,22,0,5,3.8871,15.109546,96.6302,6.254,3.44,55.474204,37.3,300.20893,31.567796,0.204049,-0.111172,0.004615,0.016038,-0.011282,23.548938,22.664184,31.438653,29.664184,27.328368,1,0,7783.00421,7370.314422,412.689788,1.055994,18.859212,17.859212,7.752663,653.318875,Yes
5,1,16,21,31,17,10,3.9418,15.537787,109.5981,2.704,3.11,60.564239,74.73,393.168856,36.107761,0.867648,-0.4987,-0.101644,0.332333,-0.218064,33.177817,34.653827,44.373788,48.479776,46.397907,0,0,9611.959143,7307.593437,2304.365706,1.315339,4.171195,3.171195,9.332972,833.076291,Yes
4,1,0,5,14,0,5,0.0841,0.007073,55.7243,0.835,1.46,34.115895,51.38,260.02482,30.232105,0.475797,-0.39971,0.34675,-0.089304,-0.291282,37.345212,27.619475,32.397833,31.776676,36.286833,0,0,2184.530558,1485.202919,699.327639,1.470863,3.123758,2.123758,5.635294,495.241304,Yes
4,2,10,15,27,11,3,1.235,1.525225,79.5149,3.84,2.56,48.185274,74.57,331.13322,27.416726,0.617777,-0.244459,-0.087158,-0.155628,0.276915,28.905392,29.907517,42.094408,49.022027,49.723357,1,1,5120.821722,3966.520768,1154.300954,1.291011,4.436297,3.436297,7.369928,606.625825,Yes
1,0,18,21,31,18,9,6.3604,40.454688,123.8565,6.847,3.99,68.512204,12.47,405.185942,34.925796,0.292619,-0.155434,-0.063187,0.136507,-0.078366,37.847399,34.1145,43.114229,45.169416,50.065999,0,1,8939.242798,6897.789426,2041.453373,1.295958,4.378862,3.378862,8.81626,692.610586,Yes
12,3,15,10,68,16,11,1.1518,1.326643,219.5559,3.561,4.98,130.720408,171.17,824.399644,79.315592,1.614168,-0.849795,0.046724,-0.115016,0.529785,69.184612,74.477289,119.683069,157.886634,196.729464,0,2,20044.06828,15195.33101,4848.737272,1.319094,4.133874,3.133874,9.316907,855.99713,Yes
5,2,12,14,17,12,1,1.9536,3.816553,65.8703,1.994,1.68,30.367551,90.71,255.007851,9.812449,0.253182,-0.126031,-0.025318,0.027166,-0.042953,33.225801,22.260613,34.244095,44.881199,32.464982,0,0,2376.248634,1907.454922,468.793712,1.245769,5.068858,4.068858,5.628566,477.378454,Yes
13,5,16,12,35,17,10,-0.9837,0.967666,115.4992,-2.668,2.23,62.679446,210.54,454.171316,33.524554,1.021602,-0.578551,0.032247,0.201345,-0.14455,39.752188,39.153189,57.05549,58.890379,54.474985,2,0,14048.29289,11982.72605,2065.56684,1.172379,6.80118,5.80118,9.86385,805.669421,Yes
3,1,12,18,20,12,1,3.1411,9.866509,70.1378,2.296,2.78,37.403516,46.33,236.094963,15.396484,0.201648,-0.161909,0.08698,-0.012732,-0.01139,19.49443,20.99682,30.131631,34.993639,33.32546,0,0,2014.752007,1342.853374,671.898633,1.500351,2.998595,1.998595,5.699484,522.300979,Yes
11,3,15,9,67,16,10,2.1939,4.813197,220.0025,4.73,5.09,131.251994,154.1,810.42038,80.544006,1.487871,-0.746651,-0.059165,-0.154813,0.59627,67.410143,73.145197,118.129608,155.22245,191.401096,0,2,21879.83148,17157.79969,4722.031789,1.275212,4.633563,3.633563,9.687323,875.294535,Yes
2,2,10,11,20,11,6,1.8914,3.577394,77.0818,3.028,2.89,44.866653,41.49,259.157229,25.533347,0.307469,-0.108697,-0.149294,0.083759,0.077538,20.908918,21.32864,28.159006,27.82248,23.213921,0,1,4422.222742,3978.172442,444.0503,1.111622,9.958833,8.958833,6.936349,632.391303,Yes
3,2,6,10,15,6,2,2.592,6.718464,55.371,2.682,1.9,29.501137,36.42,229.017353,13.318863,0.240742,-0.156437,0.068211,-0.028712,-0.089033,30.505841,19.900633,29.551751,30.688777,30.350942,0,3,1674.336619,1205.857076,468.479544,1.388503,3.57398,2.57398,5.189879,439.778564,Yes
7,2,6,6,28,6,11,-0.5692,0.323989,94.0196,2.11,2.89,60.080204,95.94,376.199822,38.039796,0.75387,-0.41129,-0.086341,0.421784,-0.345908,31.592306,30.823462,42.424407,44.116388,43.812289,1,1,7751.679391,5913.628649,1838.050742,1.310816,4.217337,3.217337,8.557466,743.60113,Yes
4,2,5,7,21,5,10,0.8109,0.657559,87.5667,1.104,1.79,48.026653,136.87,331.113667,33.393347,0.397584,-0.19112,-0.106968,0.146454,-0.007075,36.604346,30.447883,37.920685,33.756425,39.516378,0,1,9023.91415,8531.513656,492.400494,1.057715,18.326371,17.326371,7.984626,735.540057,Yes
3,2,12,13,20,12,4,4.6029,21.186688,75.3112,3.905,2.45,39.038723,49.33,295.016684,14.483277,0.293141,-0.113483,-0.05101,0.020934,-0.053565,36.334818,24.900089,36.910463,41.186779,41.346946,1,0,3380.211085,2378.093645,1002.117439,1.421395,3.373069,2.373069,6.534492,552.736712,Yes
6,1,16,14,37,17,5,2.6351,6.943752,121.2875,2.253,2.89,66.659825,112.27,451.185569,41.892175,1.070957,-0.626182,-0.074635,0.207931,-0.132848,38.672247,41.816829,60.474124,68.714682,60.913004,0,0,16400.42974,15403.38388,997.045856,1.064729,16.449023,15.449023,9.378644,739.162526,Yes
28,6,0,4,135,0,15,-2.2978,5.279885,433.5452,5.109,8.83,287.007778,340.12,1735.000065,199.844222,4.095747,-1.987538,-0.20478,-0.375097,0.694519,144.685133,150.940415,234.434742,281.174458,288.168261,0,0,326373.5117,285891.6677,40481.84406,1.141599,8.062219,7.062219,23.750145,2380.72218,Yes
3,1,10,11,23,11,8,2.7148,7.370139,93.1013,4.268,3,54.496618,28.16,319.181526,32.803382,0.243772,-0.115834,-0.014155,-0.054899,0.064163,30.792891,26.115044,35.565361,36.232997,32.584962,0,1,7938.380419,7368.774426,569.605993,1.0773,13.936617,12.936617,7.959479,626.336644,Yes
8,2,24,28,41,24,8,4.2128,17.747684,146.0351,3.037,3.77,80.212583,86.28,493.259009,44.087417,0.62115,-0.430084,0.133898,-0.001333,0.062693,40.294331,43.991003,60.458223,60.513713,53.873421,0,2,26135.71525,25095.13546,1040.579792,1.041465,25.116493,24.116493,10.590885,858.886716,Yes
6,1,12,11,37,12,11,4.1032,16.83625,130.7768,4.868,3.33,73.208997,111.01,479.205636,41.347003,0.752178,-0.454945,0.174624,-0.107217,0.130439,40.726755,41.096567,56.977506,63.366023,70.520686,0,1,14941.99288,12698.1106,2243.882284,1.17671,6.658991,5.658991,9.932309,778.005808,Yes
4,1,12,13,33,12,7,4.4675,19.958556,115.0885,4.16,3,64.729618,55.25,437.174868,40.252382,0.62138,-0.363493,-0.098575,0.212229,-0.066171,42.488295,39.912655,62.090722,63.19384,54.35514,0,2,11712.79621,9435.090165,2277.706044,1.241408,5.142365,4.142365,9.526712,754.983489,Yes
2,1,0,4,24,0,0,0.2615,0.068382,81.9381,3.635,3.33,53.714204,37.3,288.20893,31.567796,0.199214,-0.059135,-0.041576,0.01238,-0.00495,22.548938,24.664184,40.328368,45.992552,35.328368,0,0,3341.137834,2877.993994,463.14384,1.160926,7.214039,6.214039,5.989394,465.984298,Yes
5,2,0,6,29,0,2,-0.7488,0.560701,96.3116,0.608,3.22,58.306618,91.67,358.178024,31.297382,0.568592,-0.114234,-0.205346,0.06911,0.016687,29.872345,30.66046,51.32092,64.866134,60.420033,0,0,5110.56939,4334.949697,775.619693,1.178922,6.589014,5.589014,6.728539,502.653687,Yes
3,1,21,10,38,22,8,5.0509,25.511591,131.3573,5.809,3.88,75.709583,42.32,458.24819,42.948417,0.490338,-0.319548,0.121567,-0.089517,0.087609,37.716434,40.907788,56.569514,55.486665,46.600404,0,1,19878.77082,18723.89033,1154.88049,1.06168,17.212838,16.212838,10.173178,921.926495,Yes
5,1,0,4,32,0,7,1.0638,1.13167,111.4563,4.775,3.66,73.348134,72.83,418.271925,47.289866,0.618947,-0.308823,0.099715,-0.189812,0.099592,33.872345,34.324644,51.869858,55.313472,51.866134,0,0,7123.204488,4832.217031,2290.987457,1.474107,3.109229,2.109229,8.026594,610.558494,Yes
5,2,15,21,24,16,5,3.1586,9.976754,78.9231,3.217,2.56,42.534309,84.08,295.095691,20.683691,0.559848,-0.419506,0.297434,-0.297737,0.252763,25.403348,26.32546,37.290245,35.820281,32.373124,0,0,6071.869052,5617.138374,454.730677,1.080954,13.352671,12.352671,7.287363,611.658215,Yes
1,1,6,7,23,6,0,1.9385,3.757782,77.8078,3.625,3.22,47.953446,37.3,270.16198,25.008554,0.17547,-0.044216,-0.039348,0.000919,0.008037,21.548938,23.664184,37.328368,40.992552,31.328368,0,0,3299.236262,2865.378709,433.857552,1.151414,7.604423,6.604423,6.101897,484.281425,Yes
2,0,12,8,34,12,13,4.1989,17.630761,130.0814,4.967,3.77,78.266134,63.95,454.283158,51.845866,0.805501,-0.426533,-0.107872,0.328268,-0.246579,36.817837,37.321464,49.155282,60.036584,56.650375,0,1,18295.75556,17070.03715,1225.718414,1.071805,14.926557,13.926557,10.021956,859.712071,Yes
4,2,9,9,21,10,6,1.4743,2.17356,81.2286,0.88,2.34,46.446653,73.58,295.135448,32.733347,0.334262,-0.18657,0.043232,-0.015794,-0.013556,28.756632,30.893131,36.716056,32.498848,29.66503,0,1,4819.234719,4176.138925,643.095794,1.153993,7.493805,6.493805,7.070454,558.501665,Yes
5,2,6,13,17,6,6,1.2749,1.62537,61.0514,1.8,1.79,35.954309,83.65,276.033541,23.385691,0.39179,-0.243768,0.180945,-0.224245,0.148153,33.884071,28.678448,36.25774,36.902338,30.604482,0,0,4058.48486,3718.471652,340.013208,1.091439,11.936256,10.936256,6.266278,601.193684,Yes
1,0,18,21,30,18,8,5.6558,31.988074,119.4274,7.138,4.1,66.998997,12.47,371.224915,35.599003,0.246041,-0.140003,-0.051799,0.1343,-0.079802,29.134449,31.16273,40.162458,42.217646,44.162458,0,1,8184.331651,6882.852502,1301.479149,1.18909,6.288485,5.288485,8.417171,700.658406,Yes
5,2,22,17,33,22,8,2.7175,7.384806,120.2711,6.139,3,63.638239,92.51,422.162187,29.523761,0.344604,-0.196401,0.008381,0.006408,0.020031,40.647301,37.527077,52.827905,55.22558,57.545946,2,0,9748.056017,7694.80545,2053.250567,1.266836,4.747621,3.747621,8.932503,763.599577,Yes
2,0,17,19,26,17,1,4.2358,17.942002,89.2341,4.574,2.89,46.385309,30.18,325.078203,20.454691,0.323976,-0.150267,-0.03434,-0.036415,0.086452,33.294935,29.696829,45.088911,50.670696,48.767378,0,0,3956.945276,2397.176545,1559.768731,1.650669,2.536879,1.536879,6.888839,583.399941,Yes
6,1,6,11,33,6,10,2.9198,8.525232,117.0771,1.982,3.11,67.864583,94.53,433.210053,45.449417,1.045082,-0.602467,0.044912,0.028196,0.008473,36.781264,37.151558,51.032588,54.420395,53.135153,0,1,18423.58262,17606.69893,816.88369,1.046396,22.553495,21.553495,9.65249,820.563753,Yes
4,0,12,17,29,12,6,4.2712,18.243149,106.4848,3.778,3.11,59.135239,35.91,387.151368,33.004761,0.488721,-0.237798,-0.10996,0.185093,-0.108293,38.069404,33.195103,47.614484,56.749776,55.06813,0,1,7210.164849,5551.337197,1658.827651,1.298816,4.346542,3.346542,8.107187,664.938825,Yes
8,5,12,19,42,12,4,0.081,0.006561,130.304,0.564,3.22,75.976997,185.84,527.179146,39.665003,1.181617,-0.392871,-0.010099,-0.270038,-0.157091,46.104671,46.483378,74.744948,94.393799,98.100761,0,1,13044.21557,10082.84075,2961.374825,1.293704,4.404784,3.404784,9.330176,810.808543,Yes
9,3,15,11,50,16,5,1.3851,1.918502,155.9018,2.338,3.99,90.927755,118.21,581.263819,50.312245,0.951656,-0.571807,0.119129,0.129013,-0.34276,48.672247,54.152917,88.244975,99.348295,102.146958,0,1,22043.25111,19663.43209,2379.819025,1.121028,9.262575,8.262575,10.451527,945.861275,Yes
9,3,12,11,37,12,13,1.4237,2.026922,129.6428,2.27,3.11,78.349755,139.57,505.224657,51.508245,0.81462,-0.509693,0.180706,0.125401,-0.391841,46.854508,48.719501,65.261935,64.539548,68.902632,0,0,13091.6782,10700.03082,2391.647386,1.223518,5.473917,4.473917,9.294454,839.639078,Yes
3,2,6,8,30,6,2,0.6507,0.42341,89.3484,0.429,3.11,54.844239,70,341.162708,29.997761,0.511909,-0.149275,-0.194006,0.196381,-0.148528,28.457856,32.159006,51.317739,66.582597,64.08476,0,1,4416.011706,3138.066626,1277.945079,1.40724,3.455557,2.455557,6.929042,579.235334,Yes
4,2,6,8,16,6,2,0.0583,0.003399,52.7228,0.114,1.57,30.020723,115.67,229.052112,19.819277,0.572762,-0.411594,0.200856,-0.120292,0.071576,24.531101,21.66503,31.937319,28.101875,24.573767,0,0,2335.684951,2054.412513,281.272438,1.136911,8.303995,7.303995,5.506271,464.424104,Yes
1,1,12,9,27,12,4,2.7273,7.438165,84.9035,3.319,3,50.83886,39.72,329.142722,29.47514,0.576815,-0.346124,0.067518,-0.129439,0.199571,28.185432,29.906701,41.595047,39.15267,32.736358,0,1,6065.436394,4494.541655,1570.894739,1.349512,3.861135,2.861135,8.172913,581.689098,Yes
2,0,12,13,24,12,4,3.9261,15.414261,94.6541,4.327,3.44,54.736618,6.48,294.209599,32.383382,0.16148,-0.098706,0.019608,-0.043633,0.089163,22.719961,24.997092,33.997092,38.661819,36.692344,0,1,3408.464878,2338.880336,1069.584542,1.457306,3.186719,2.186719,6.605745,573.930526,Yes
2,0,15,9,34,16,4,1.9899,3.959702,105.092,3.725,3.22,65.044411,64.16,410.211805,38.873589,0.506217,-0.215424,0.076055,-0.171033,-0.096979,34.490903,37.295068,54.399563,56.648579,50.394975,0,1,13871.40493,13081.05484,790.350091,1.060419,17.550963,16.550963,8.954602,743.708165,Yes
5,3,0,4,29,0,2,-1.1216,1.257987,96.3667,0.553,3.22,60.97379,94.83,362.209324,34.71221,0.52034,-0.106096,-0.198676,0.065022,0.022407,29.872345,30.66046,51.32092,64.866134,60.420033,0,0,5110.56939,4334.949697,775.619693,1.178922,6.589014,5.589014,6.690991,502.653687,Yes
6,6,0,0,11,0,5,-2.9402,8.644776,38.4036,-3.896,1.46,24.707102,121.38,182.079038,15.304898,0.570547,-0.047546,-0.285273,0,0,16.646814,12.992552,17.32092,22.529081,17.090428,0,0,1390.180165,1164.90022,225.279945,1.19339,6.170901,5.170901,4.965965,470.975078,Yes
5,1,6,6,25,6,5,0.1231,0.015154,75.8137,0.786,2.78,48.230653,62.3,303.147058,29.727347,0.637774,-0.282325,-0.059136,-0.083755,0.113355,25.457856,27.491098,37.763841,39.372655,33.087503,0,1,4548.472842,3847.80644,700.666403,1.182095,6.491638,5.491638,6.913929,556.55531,Yes
3,1,12,10,22,12,0,2.8926,8.367135,73.7985,3.204,2.89,41.461895,41.62,249.126598,19.038105,0.182247,-0.150911,0.082023,-0.026383,0.018452,20.079941,22.997092,33.910851,37.661819,35.661819,0,3,2283.819119,1442.088351,841.730767,1.583689,2.713242,1.713242,5.952704,491.580972,Yes
3,0,11,6,23,11,4,3.2855,10.79451,84.9926,2.732,2.67,46.612688,57.78,321.059028,25.045312,0.424674,-0.262701,-0.004578,0.154854,-0.146402,36.749621,29.786163,43.016278,44.962809,43.780762,0,1,4073.332223,3124.0062,949.326023,1.303881,4.290762,3.290762,6.701525,505.809687,Yes
7,1,16,21,49,17,6,0.6011,0.361321,147.095,4.636,3.99,92.630134,114.2,586.279135,55.507866,1.049321,-0.68054,0.287656,-0.116934,0.010458,49.086735,53.484737,82.524698,96.711123,89.99157,0,1,31032.72638,29435.453,1597.273382,1.054264,19.428563,18.428563,11.025865,909.119163,Yes
8,3,12,9,48,12,5,1.4664,2.150329,136.9135,0.775,3.22,82.803376,160.83,588.184291,53.184624,1.826451,-0.970711,-0.064687,0.237993,-0.149014,52.068097,55.306024,85.396451,98.82642,97.83138,0,0,16237.02505,11827.45301,4409.572044,1.372825,3.682222,2.682222,10.053768,819.516727,Yes
1,2,6,7,23,6,0,1.3688,1.873613,76.7867,4.232,3.22,49.287032,40.46,272.17763,26.236968,0.13227,-0.043352,-0.025023,0.005732,0.007937,21.548938,23.664184,37.328368,40.992552,31.328368,0,0,3299.236262,2865.378709,433.857552,1.151414,7.604423,6.604423,6.079261,484.281425,Yes
7,2,0,3,27,0,10,-2.6874,7.222119,85.6711,2.578,2.78,60.987376,95.94,368.231122,42.412624,0.750678,-0.40937,-0.0993,0.428143,-0.31881,30.592306,29.823462,42.590589,47.448752,49.310563,1,1,6508.126602,5184.151936,1323.974666,1.255389,4.915598,3.915598,7.781474,634.715402,Yes
9,1,26,17,50,27,13,4.3647,19.050606,159.0439,9,3.77,92.162962,143.34,610.253983,50.709038,1.011678,-0.845941,0.698777,-0.558009,0.376165,51.806696,55.564134,79.239471,78.972383,87.735077,2,0,26150.58957,23018.69415,3131.895418,1.136059,8.349765,7.349765,11.278712,973.872861,Yes
6,0,11,9,32,11,10,0.6725,0.452256,110.6268,1.39,2.78,67.303376,85.49,416.253589,45.414624,0.678466,-0.39555,0.056501,0.08887,-0.255184,34.483289,36.070128,49.897239,55.339192,56.034792,2,1,10140.47898,8611.726467,1528.752513,1.17752,6.633172,5.633172,8.783924,760.586895,Yes
2,1,6,6,26,6,5,-0.5007,0.2507,87.6035,4.104,3.55,58.198997,23.47,311.224915,33.683003,0.168978,-0.070524,-0.011997,-0.04787,0.069764,24.134449,26.830638,38.494822,34.992824,35.546285,0,1,3731.178554,2757.668358,973.510197,1.353019,3.832706,2.832706,6.59737,589.708782,Yes
3,0,12,9,27,12,7,2.609,6.806881,99.5932,3.935,3.55,60.392204,23.55,336.220164,35.527796,0.275894,-0.156181,0.023962,-0.030643,0.086299,26.49443,28.329184,37.215009,38.159549,36.186894,0,1,7442.944398,6480.522599,962.421799,1.14851,7.733558,6.733558,8.195864,702.345556,Yes
3,0,12,17,22,12,1,3.4262,11.738846,79.6617,2.918,2.78,42.010309,32.67,284.071641,18.889691,0.33099,-0.169831,-0.064443,0.124434,-0.086675,29.20738,25.114772,36.786186,42.644441,38.063091,0,0,3161.236157,1873.809657,1287.4265,1.687064,2.455469,1.455469,6.598675,519.130539,Yes
3,0,12,13,31,12,5,5.0069,25.069048,108.7962,4.869,3,60.834032,35.02,407.164304,38.065968,0.530213,-0.336577,-0.024844,0.114525,-0.057592,39.713826,37.580563,59.592448,59.640379,49.690956,0,2,8710.945192,6524.444764,2186.500428,1.335124,3.983967,2.983967,8.775963,680.223794,Yes
3,1,6,7,36,6,2,3.6222,13.120333,132.6447,4.656,4.32,77.081755,40.54,429.26678,41.200245,0.312627,-0.123357,-0.045309,0.027701,-0.031216,33.908918,37.16273,57.992824,67.657008,62.826642,0,0,7282.441395,4417.339863,2865.101532,1.648603,2.541774,1.541774,8.131785,647.975304,Yes
4,1,18,6,37,18,8,3.9968,15.97441,135.1536,5.465,4.1,79.028169,43.78,476.223056,41.413831,0.398331,-0.20278,0.044539,-0.103714,0.015146,43.981849,40.613046,59.450099,67.723279,66.325513,0,1,12355.92936,10865.2674,1490.661958,1.137195,8.288888,7.288888,8.785447,755.64778,Yes
3,1,26,28,37,27,4,8.1935,67.133442,132.1022,8.812,3.77,70.949446,42.21,472.122152,30.170554,0.313951,-0.129026,-0.108396,0.049071,0.00215,49.865821,42.399179,63.798357,67.185954,61.451503,0,0,12021.6203,9245.135117,2776.485179,1.300319,4.329798,3.329798,9.483922,765.121179,Yes
5,3,0,6,29,0,2,-0.8577,0.735649,97.1956,1.021,3.22,59.640204,94.83,360.193674,32.525796,0.522667,-0.116197,-0.193211,0.070011,0.020777,29.872345,30.66046,51.32092,64.866134,60.420033,0,0,5110.56939,4334.949697,775.619693,1.178922,6.589014,5.589014,6.709686,502.653687,Yes
3,2,5,7,21,5,10,1.1276,1.271482,82.3078,1.282,2.01,47.255446,108.88,314.141262,32.802554,0.429751,-0.192158,-0.128003,0.15888,-0.015398,30.891081,27.440133,33.297481,30.775792,32.21657,0,1,8642.517598,8166.804669,475.712929,1.05825,18.167506,17.167506,8.033355,657.276685,Yes
13,3,0,5,60,0,7,-0.6481,0.420034,204.8079,3.309,4.87,134.172717,178.36,803.481977,90.823283,1.724515,-0.737371,-0.408033,0.442738,0.009846,66.653609,66.144109,97.069427,122.598598,132.595311,0,0,31354.81154,22883.17236,8471.639178,1.370213,3.70115,2.70115,11.947118,1053.548215,Yes
3,1,12,14,33,12,6,4.338,18.818244,117.075,4.423,3.22,64.722825,52.01,434.163969,37.179175,0.556951,-0.331648,-0.088071,0.231928,-0.046073,42.128315,39.414109,61.259812,61.919261,53.662796,0,2,11526.47923,9296.194588,2230.284639,1.239914,5.168165,4.168165,9.477345,738.655805,Yes
14,3,0,6,68,0,6,-1.1466,1.314692,237.1376,4.321,5.53,153.962647,195.43,913.555142,102.713353,1.851856,-0.772339,-0.471384,0.389607,0.256983,75.428078,74.476201,107.733611,133.594874,137.595311,0,0,30967.20517,20848.91502,10118.29015,1.485315,3.060518,2.060518,11.339693,1028.688842,Yes
1,0,18,21,31,18,9,6.414,41.139396,123.6008,7.283,3.99,68.512204,12.47,405.185942,34.925796,0.266506,-0.136465,-0.072379,0.137075,-0.055258,37.847399,34.1145,45.398363,52.024728,54.873082,0,1,10387.64039,9088.865718,1298.774672,1.142897,7.998031,6.998031,8.777809,716.11667,Yes
3,1,10,11,27,11,4,1.4275,2.037756,91.9648,2.604,3.22,55.007032,45.59,324.183778,31.452968,0.406714,-0.203344,-0.056349,0.127232,-0.122742,26.268899,28.827186,41.491641,45.211013,39.487645,0,1,4415.892574,3199.06586,1216.826714,1.380369,3.629023,2.629023,7.072984,609.779559,Yes
1,1,0,0,13,0,0,-1.5787,2.492294,44.1259,2.312,2.45,30.035481,26.02,151.1361,17.924519,0.025073,-0.006191,-0.005903,-0.000406,-0.000036,11.35998,13.166182,21.498546,15.498546,6.498546,0,1,493.469711,361.312612,132.157099,1.365769,3.733963,2.733963,3.452562,325.112232,Yes
3,2,6,8,40,6,5,2.3531,5.53708,129.0497,3.565,4.1,82.686513,62.16,467.303559,50.633487,0.542179,-0.22344,-0.154344,0.200598,-0.143709,37.457856,42.491098,71.649831,94.191593,96.247218,0,1,6848.950008,4812.271064,2036.678943,1.423226,3.362803,2.362803,7.392701,644.473737,Yes
1,1,12,6,24,12,4,2.322,5.391684,87.4757,5.059,3.55,51.636239,12.03,277.18305,25.803761,0.072342,-0.04164,0.00356,0.003563,-0.010554,21.35998,24.332364,35.166182,40.166182,37.166182,0,1,3984.395422,2761.824421,1222.571001,1.442668,3.25903,2.25903,7.34303,629.0535,Yes
2,2,6,10,10,6,1,1.1763,1.383682,35.0083,1.66,1.9,18.726758,57.53,138.031694,7.517242,0.257337,-0.109937,0.028458,-0.112111,0.06581,12.323407,10.996276,15.102837,14.324644,11.209398,1,0,659.674219,429.907491,229.766728,1.534456,2.871061,1.871061,4.280184,362.289676,Yes
3,1,6,12,13,6,3,1.3388,1.792385,44.3715,1.422,2.01,24.382344,63.6,180.042259,12.577656,0.44801,-0.238026,0.055242,-0.115766,0.175925,16.097876,14.66046,20.54149,18.656736,18.873582,1,0,1225.263642,763.812149,461.451493,1.604143,2.655238,1.655238,5.136371,470.208791,Yes
5,3,18,6,40,18,10,2.8752,8.266775,139.4883,5.639,4.43,86.632927,81,501.287909,45.573073,0.440807,-0.201216,-0.003624,0.001542,-0.125084,40.457856,41.826914,60.597659,69.313744,63.64956,1,1,24050.59669,22905.01906,1145.577636,1.050014,20.994297,19.994297,10.369468,879.512319,Yes
5,3,0,6,30,0,2,-0.9799,0.960204,101.2791,1.525,3.33,62.73379,94.83,374.209324,34.71221,0.522552,-0.116028,-0.193714,0.069442,0.021976,30.872345,31.66046,53.32092,67.866134,65.420033,0,0,5431.002923,4502.490064,928.512859,1.206222,5.849141,4.849141,6.895769,521.145494,Yes
4,1,30,18,44,32,7,6.6662,44.438222,153.6045,7.722,4.43,84.08779,72.94,514.236876,40.35421,0.475837,-0.297269,0.079452,-0.026345,-0.032663,41.988859,46.326003,68.318979,73.485825,71.485281,1,0,17617.74735,14905.05884,2712.688506,1.181998,6.494571,5.494571,10.446856,888.387809,Yes
2,1,12,14,25,12,0,3.3397,11.153596,92.9697,3.195,3.22,50.489067,24.92,310.123676,23.170933,0.173228,-0.085533,-0.020345,0.037396,-0.014149,30.432911,27.616498,39.734451,44.734451,42.900633,0,1,3850.505648,2488.884932,1361.620716,1.547081,2.827884,1.827884,6.906885,540.017132,Yes
26,5,14,22,96,15,10,-3.5401,12.532308,306.7771,4.439,5.2,192.496198,359.98,1254.628475,127.397802,2.892581,-1.502073,-0.066002,1.096601,-2.086859,106.711268,107.129024,165.036311,208.834459,244.417991,0,0,81582.96135,65661.62802,15921.33333,1.242475,5.124129,4.124129,14.848323,1403.205948,Yes
2,0,16,11,30,17,3,3.465,12.006225,102.293,4.946,3.33,61.005032,38.13,381.16079,31.574968,0.33458,-0.144832,-0.047078,0.019621,0.050648,36.56736,33.640935,48.450914,54.447462,45.63403,0,1,8019.262512,6976.60877,1042.653742,1.14945,7.691204,6.691204,7.996236,658.068284,Yes
3,2,18,9,33,18,6,4.3075,18.554556,106.2819,4.457,3.44,60.862653,60.77,409.14895,28.301347,0.447811,-0.187613,0.015765,-0.004614,0.016953,35.687476,35.658392,50.20579,51.814786,45.485034,0,0,9677.466529,7838.889407,1838.577122,1.234546,5.263563,4.263563,8.924739,739.252127,Yes
12,4,10,14,39,11,12,-1.8168,3.300762,131.8638,1.76,2.78,80.91972,145.44,504.317252,56.92828,0.970512,-0.638285,0.1693,0.220755,-0.684882,41.977719,43.652007,58.867121,68.334478,75.082115,0,0,11618.66734,7537.05546,4081.61188,1.541539,2.846588,1.846588,9.403718,823.720129,Yes
