@relation Output

@attribute nHBAcc numeric
@attribute nHBDon numeric
@attribute naAromAtom numeric
@attribute nAtomP numeric
@attribute nB numeric
@attribute nAromBond numeric
@attribute nRotB numeric
@attribute ALogP numeric
@attribute ALogp2 numeric
@attribute AMR numeric
@attribute XLogP numeric
@attribute MLogP numeric
@attribute apol numeric
@attribute TopoPSA numeric
@attribute MW numeric
@attribute bpol numeric
@attribute ATSc1 numeric
@attribute ATSc2 numeric
@attribute ATSc3 numeric
@attribute ATSc4 numeric
@attribute ATSc5 numeric
@attribute ATSm1 numeric
@attribute ATSm2 numeric
@attribute ATSm3 numeric
@attribute ATSm4 numeric
@attribute ATSm5 numeric
@attribute nAcid numeric
@attribute nBase numeric
@attribute MOMI-X numeric
@attribute MOMI-Y numeric
@attribute MOMI-Z numeric
@attribute MOMI-XY numeric
@attribute MOMI-XZ numeric
@attribute MOMI-YZ numeric
@attribute MOMI-R numeric
@attribute AllSurfaceArea numeric
@attribute Association {Yes}

@data
1,2,6,7,25,6,0,2.4428,5.967272,84.9962,4.253,3.44,52.807032,40.46,296.17763,26.236968,0.140645,-0.050557,-0.021999,0.006595,0.008461,23.548938,25.664184,41.66046,48.324644,37.328368,0,0,3982.425636,3387.423691,595.001945,1.17565,6.69313,5.69313,6.51778,502.483567,Yes
9,6,12,19,43,12,5,-0.591,0.349281,132.0062,-0.044,3.11,76.778997,206.07,543.174061,39.665003,1.293091,-0.409765,-0.073992,-0.256241,-0.118378,47.87914,47.81547,76.07704,97.50036,102.539415,0,1,13875.21988,10610.08509,3265.134796,1.307739,4.249509,3.249509,9.519783,864.975343,Yes
7,3,12,13,35,12,11,1.1985,1.436402,115.3717,4.893,2.89,71.540204,121.98,493.14382,43.317796,0.721229,-0.42142,0.221775,-0.342758,0.223875,51.792989,48.007088,63.306024,66.559618,62.541735,0,0,23582.41805,22461.6116,1120.806455,1.049899,21.04058,20.04058,10.348874,970.908547,Yes
5,1,6,11,26,6,6,3.706,13.734436,98.592,5.08,2.67,53.017067,64.63,383.069114,28.018933,0.64728,-0.395791,0.206412,-0.203478,0.277371,43.883756,32.228457,48.681208,66.291269,65.456077,0,0,5248.546021,3006.932651,2241.61337,1.745482,2.341414,1.341414,7.338409,675.006279,Yes
6,0,17,8,40,17,8,3.9926,15.940855,137.8419,4.082,3.22,76.398204,69.06,530.148761,45.415796,0.969423,-0.546904,-0.104624,0.271586,-0.204556,55.963697,48.056186,71.809825,71.985873,80.853442,0,0,20620.01826,17951.82728,2668.190983,1.148631,7.728089,6.728089,10.864843,872.512221,Yes
5,2,16,18,35,17,3,1.9221,3.694468,109.5304,2.253,3.11,63.126239,104.89,421.163771,34.255761,0.793037,-0.426324,0.082886,-0.040298,-0.032129,35.952286,38.322007,60.812396,72.884209,67.192499,0,1,10236.05255,9005.785172,1230.267382,1.136609,8.320185,7.320185,8.49839,691.416102,Yes
5,1,6,13,19,6,7,-0.0119,0.000142,69.6578,2.287,2.23,42.757067,83.06,285.103479,30.184933,0.39945,-0.253402,0.126109,-0.045535,0.024786,28.585609,28.892587,37.161916,40.328972,36.326823,1,0,3440.996555,2936.065073,504.931483,1.171976,6.814779,5.814779,6.159787,547.684319,Yes
1,0,6,6,14,6,4,2.6295,6.91427,60.8302,2.659,2.78,35.315481,3.24,187.1361,20.564519,0.109644,-0.084889,0.026246,0.012913,-0.008519,14.35998,14.498546,17.498546,16.332364,13.332364,0,1,1995.916573,1828.735474,167.181099,1.091419,11.93865,10.93865,5.336885,442.022839,Yes
12,6,10,26,63,11,5,2.5019,6.259504,219.2403,3.996,4.43,128.377994,220.15,822.405124,78.564006,1.559367,-0.660517,-0.084079,-0.170096,0.425392,69.73355,70.002907,106.564792,132.407878,139.094281,0,1,19940.68536,10964.90321,8975.782146,1.818592,2.22161,1.22161,9.780923,921.743195,Yes
2,1,6,6,15,6,4,2.4675,6.088556,60.732,3.641,2.67,36.486274,37.3,206.13068,20.635726,0.19794,-0.091023,-0.00714,-0.004794,-0.002437,16.548938,15.664184,21.438653,20.328368,17.328368,1,0,2135.423841,1900.198972,235.224869,1.12379,9.078223,8.078223,5.478685,513.54059,Yes
5,1,6,11,27,6,7,2.6314,6.924266,92.4389,3.728,2.56,52.02786,107.77,360.132137,29.52814,0.649196,-0.384133,0.205572,-0.235441,0.278539,31.366775,30.598021,43.645143,50.480197,58.357956,0,0,4830.859615,2893.900923,1936.958692,1.669324,2.494044,1.494044,7.238696,621.785507,Yes
2,0,12,13,22,12,3,4.3846,19.224717,88.4452,4.403,3,48.35586,31.78,284.13472,28.10414,0.172241,-0.105069,-0.043449,0.114865,-0.061992,26.847714,26.336662,38.842414,42.983486,35.006447,0,1,2848.363104,1767.504345,1080.85876,1.611517,2.635278,1.635278,6.23704,520.618026,Yes
13,5,18,12,53,18,22,5.1654,26.681357,190.3702,4.549,4.21,113.767236,171.22,704.389748,69.130764,1.239652,-0.802581,0.268442,0.139286,-0.523187,58.581165,58.176809,82.856986,87.298009,94.235176,0,0,24755.76075,14296.47814,10459.28261,1.731599,2.36687,1.36687,11.747567,1104.907831,Yes
6,4,23,26,44,23,13,4.5037,20.283314,151.174,5.678,4.21,88.184755,111.79,558.253001,44.021245,0.653331,-0.243601,0.008075,-0.254817,0.276097,47.09435,47.073155,67.1456,70.980399,83.856561,1,0,16959.3412,13899.5949,3059.746298,1.220132,5.542728,4.542728,10.047402,865.465784,Yes
3,1,6,10,12,6,3,1.3259,1.758011,47.0024,1.564,2.12,25.878723,52.32,165.078979,14.239277,0.28761,-0.189838,0.080175,-0.014813,-0.006856,13.908918,13.162458,17.103109,15.992824,11.826642,0,0,1347.77347,1165.382966,182.390504,1.156507,7.389494,6.389494,5.009434,501.4307,Yes
1,1,21,10,38,22,7,5.18,26.8324,121.4501,5.605,3.88,73.832997,41.03,461.227869,39.687003,0.443322,-0.28707,0.110155,-0.059174,0.089976,38.858498,40.825118,58.289681,58.819054,52.682828,0,1,15802.03909,13747.86295,2054.176139,1.149418,7.692641,6.692641,10.20375,893.173052,Yes
3,1,14,16,30,16,9,4.1627,17.328071,115.5676,5.538,3.44,66.76579,37.39,399.20774,39.09221,0.392306,-0.194768,-0.009388,-0.061323,-0.006824,37.56736,33.779228,47.395727,51.395727,48.747692,0,1,9330.499944,6507.751632,2822.748312,1.433752,3.305466,2.305466,9.350936,718.433333,Yes
1,1,12,6,22,12,2,4.2444,18.014931,83.7304,5.144,3,46.715481,12.03,305.073805,20.084519,0.12506,-0.05503,-0.023074,0.024965,-0.011403,35.78588,26.235905,39.139446,50.018578,35.353858,0,1,4223.270996,3463.708654,759.562342,1.219292,5.560137,4.560137,6.779688,568.986968,Yes
2,0,17,6,27,17,6,6.1551,37.885256,102.7672,6.087,2.67,52.737102,27.05,413.986024,22.200898,0.427454,-0.236536,0.022235,0.001037,-0.017295,57.346229,36.302176,54.468967,56.7319,65.706093,0,0,7731.938591,6017.46653,1714.472061,1.284916,4.509807,3.509807,8.083494,651.938726,Yes
5,1,6,11,26,6,6,2.381,5.669161,88.1451,3.305,2.45,48.934274,107.77,346.116486,27.341726,0.656199,-0.397931,0.239937,-0.226989,0.307383,30.366775,29.598021,42.313051,50.646379,59.85623,0,0,5659.858473,3380.960012,2278.898461,1.674039,2.483594,1.483594,7.994117,632.930233,Yes
2,0,15,18,33,16,11,5.3112,28.208845,138.8759,7.914,3.55,77.542997,42.68,645.02369,45.653003,0.494658,-0.203623,-0.117118,0.129716,-0.048673,254.960713,54.290845,86.751053,118.287615,221.627845,0,1,13515.70367,10556.64243,2959.061243,1.280303,4.567565,3.567565,8.549062,801.435577,Yes
2,3,19,14,33,21,10,4.0148,16.118619,115.6377,3.762,3.44,64.984618,75.74,406.189257,35.491382,0.653058,-0.283766,-0.258294,0.305465,-0.006886,33.817837,35.989372,48.318011,51.143507,44.926389,0,1,16829.59682,15642.9535,1186.643322,1.075858,14.182524,13.182524,10.245688,827.716398,Yes
4,1,10,16,29,11,2,2.2911,5.249139,90.3638,3.701,2.56,52.08086,75.01,361.143784,32.83914,0.801001,-0.347062,-0.177507,0.021223,0.189407,31.679861,32.737882,50.090684,59.125226,60.823264,1,1,5858.457872,4725.071921,1133.385951,1.239866,5.168988,4.168988,7.408121,615.523797,Yes
5,0,18,18,32,18,6,3.1618,9.996979,110.307,2.398,3.33,61.32186,76.9,404.119464,30.79814,0.416811,-0.115476,-0.050725,-0.01704,-0.021306,38.171121,39.584862,53.106466,57.766926,56.766292,0,0,8713.153472,7094.713726,1618.439747,1.228119,5.383675,4.383675,8.496358,658.429543,Yes
1,0,12,15,23,12,3,3.4265,11.740902,87.1506,3.994,3.33,49.344653,12.47,279.162314,26.853347,0.244101,-0.148847,0.006539,0.021606,0.006195,22.134449,24.16273,32.162458,36.826642,33.49455,0,1,3393.425372,2297.122767,1096.302604,1.47725,3.095336,2.095336,6.783966,561.642121,Yes
2,1,12,13,22,12,4,2.9688,8.813773,83.7357,3.791,3.22,48.549446,15.27,266.178299,26.690554,0.133796,-0.072002,0.008906,-0.043228,0.071235,20.719961,22.83091,29.997092,35.329455,31.692344,0,1,3035.162047,1969.3913,1065.770747,1.541168,2.847856,1.847856,6.615508,599.422914,Yes
7,1,10,14,31,11,5,0.185,0.034225,101.2139,1.137,2.56,58.817825,103.04,387.190654,39.976175,0.927009,-0.588658,0.083934,0.234782,-0.409623,32.897778,35.152645,50.145756,54.279753,51.419163,0,0,10458.09215,9652.587354,805.504795,1.08345,12.983277,11.983277,8.385292,667.234568,Yes
7,0,28,13,55,28,11,5.9601,35.522792,186.2317,6.709,3.77,103.306134,104.7,704.239307,60.307866,1.152954,-0.685497,-0.06594,0.178772,0.057872,70.403618,64.773239,96.606772,99.699428,108.622185,0,0,57341.14672,54352.76984,2988.376886,1.054981,19.188057,18.188057,13.701886,1194.144877,Yes
5,2,6,8,18,6,2,0.7366,0.54258,58.3937,1.317,2.23,33.727516,75.27,232.084792,17.312484,0.480509,-0.233027,0.207527,-0.444053,0.23306,20.043368,19.661004,29.570375,35.318011,35.752066,0,0,1740.003913,1259.993696,480.010217,1.380962,3.624931,2.624931,5.247971,422.234732,Yes
3,2,12,9,26,12,11,2.2071,4.87129,98.9489,3.235,3.33,58.469411,58.56,341.199094,33.050589,0.436478,-0.13619,-0.165875,0.003164,0.185578,27.683387,27.660732,34.657008,35.984938,32.652574,0,1,9179.830402,8403.024919,776.805483,1.092444,11.817412,10.817412,8.489453,754.634338,Yes
3,2,6,8,28,6,2,1.1531,1.32964,87.7892,0.306,3,51.750653,70,327.147058,27.811347,0.514354,-0.157707,-0.182558,0.199695,-0.15747,27.457856,30.159006,50.317739,65.416415,62.08476,0,1,3832.787381,2644.583545,1188.203836,1.449297,3.225699,2.225699,6.635529,554.103918,Yes
1,2,18,10,34,20,5,3.4972,12.230408,103.9084,2.37,3,64.007032,78.82,425.161853,35.832968,0.564031,-0.445709,0.279221,-0.152763,0.178936,41.061789,38.77632,58.163895,57.388822,51.60195,0,1,14100.91251,12892.37641,1208.536105,1.09374,11.667763,10.667763,9.443857,769.532188,Yes
5,3,6,12,24,6,11,-0.1375,0.018906,91.1766,1.715,2.78,55.758204,87.66,336.204908,35.761796,0.593619,-0.212543,-0.154079,0.003109,0.134546,27.817837,26.325188,35.207289,35.649394,35.815304,0,1,8049.068047,7525.157437,523.91061,1.069621,15.363438,14.363438,7.692561,728.325807,Yes
3,1,6,10,32,6,7,2.9361,8.620683,113.3817,5.735,3.33,69.016583,49.77,439.168099,39.583417,0.495803,-0.348573,0.165796,0.067404,-0.274621,47.109287,37.730455,54.445665,61.703797,58.460366,0,0,14375.90322,13288.6258,1087.277419,1.08182,13.221928,12.221928,9.205494,717.871593,Yes
4,1,0,3,14,0,4,-0.7787,0.606374,51.2769,0.638,1.9,32.247895,96.41,217.077265,22.574105,0.411049,-0.210433,0.004395,0.078317,-0.137696,22.81114,17.164607,23.65872,25.771409,25.658683,1,0,1874.758769,1474.046749,400.71202,1.271845,4.678569,3.678569,5.472607,458.919756,Yes
9,3,9,11,49,10,6,1.5666,2.454236,159.9328,3.791,3.77,95.55172,118.21,653.221282,57.06828,0.960704,-0.592598,0.143589,0.122404,-0.352367,91.930337,58.805592,100.655881,121.302869,128.101532,0,1,23592.52479,20260.42581,3332.098975,1.164463,7.080379,6.080379,10.599366,828.064207,Yes
4,1,0,3,12,0,3,-1.905,3.629025,39.1891,-0.632,1.9,27.219102,63.4,170.105528,18.540898,0.350605,-0.17747,-0.001033,0.093299,-0.146186,14.268899,13.328912,18.602017,17.574174,16.159006,0,0,927.141924,621.95226,305.189664,1.490696,3.03792,2.03792,4.549946,434.88901,Yes
4,4,6,7,23,6,6,0.7562,0.571838,85.6708,1.166,2.78,52.231411,81.95,309.194009,32.092589,0.481203,-0.132064,-0.237014,0.112578,0.012402,25.457856,24.992824,36.653556,35.925317,29.542289,0,1,6242.282749,5560.490359,681.79239,1.122614,9.155694,8.155694,7.638753,642.44327,Yes
8,8,12,20,34,12,12,0.5274,0.278151,122.6598,-0.602,2.78,66.602204,163.18,444.200885,35.165796,0.798856,-0.249504,-0.155573,0.066612,-0.237356,38.086735,37.322007,50.982739,62.473263,68.295336,0,2,13534.52796,9075.626728,4458.901233,1.491305,3.035395,2.035395,10.758576,897.402331,Yes
5,3,10,16,31,11,3,0.7999,0.63984,93.5254,4.104,2.56,56.029446,100.59,392.165997,32.332554,0.711545,-0.242875,-0.155077,-0.113891,0.289467,34.767417,34.655484,51.922706,65.550455,73.321898,1,1,6474.220059,4902.353542,1571.866518,1.320635,4.11881,3.11881,7.680442,655.028229,Yes
14,4,0,3,54,0,8,-2.0536,4.217273,186.232,1.66,4.1,124.414717,182.91,747.476892,92.739283,1.850828,-0.815671,-0.269651,-0.011578,0.437031,62.428078,61.140385,96.614806,124.254972,129.645975,0,1,19595.35743,11843.37618,7751.981254,1.654542,2.527787,1.527787,10.111787,883.407166,Yes
2,1,6,6,17,6,2,1.1862,1.40707,61.8718,2.882,2.56,37.630688,29.1,237.092042,19.529312,0.218332,-0.068346,-0.06261,0.043595,-0.035445,24.847399,19.616226,29.066271,36.069777,35.124527,0,1,1665.193515,1166.661564,498.531952,1.427315,3.340194,2.340194,5.120887,485.443118,Yes
5,1,12,15,30,12,6,2.8754,8.267925,110.3388,2.947,3.11,61.433825,73.6,383.166748,36.806175,0.534191,-0.285358,-0.169599,0.320769,-0.156877,35.756632,35.665302,49.531034,58.64593,49.443485,0,3,9614.200882,8196.043212,1418.157671,1.17303,6.77936,5.77936,8.88791,728.436507,Yes
15,4,18,9,68,18,15,2.9769,8.861934,214.9203,2.962,4.98,129.054443,221.29,853.330956,71.741557,1.860872,-0.834946,-0.067095,0.288663,-0.49296,73.202547,74.642111,116.780551,148.204579,175.123414,0,0,36338.94751,28503.90663,7835.04088,1.274876,4.638004,3.638004,12.165057,1101.828293,Yes
11,6,16,13,53,17,14,2.8513,8.129912,180.0463,5.629,4.43,110.82965,174.72,670.384269,62.21835,0.861989,-0.397546,-0.208735,0.446608,-0.313697,55.032227,56.654643,82.363855,85.66435,88.408263,0,1,24914.49472,20165.17951,4749.315213,1.235521,5.245913,4.245913,11.191944,1015.009014,Yes
5,3,0,6,31,0,2,-0.944,0.891136,101.2953,1.138,3.22,62.623997,94.83,392.199903,34.822003,0.618258,-0.121141,-0.265055,0.144405,0.04068,33.374389,33.242245,58.066275,80.79602,73.66105,0,0,5541.54247,4631.299552,910.242918,1.196542,6.087982,5.087982,6.767807,522.467663,Yes
1,0,12,14,23,12,3,4.7696,22.749084,93.4886,5.186,3.11,49.862274,28.54,315.084848,24.357726,0.132248,-0.079036,0.00405,0.011327,-0.009035,35.200683,28.789887,42.748864,45.418649,39.079079,0,1,4277.126106,2799.554317,1477.57179,1.527788,2.894699,1.894699,7.208934,590.707416,Yes
2,0,12,13,24,12,4,4.2965,18.459912,93.7601,4.652,3.22,53.156239,6.48,314.154977,29.523761,0.187661,-0.10524,0.01072,-0.06403,0.13119,30.432911,26.948862,37.900633,42.232997,39.086416,0,1,4302.077285,2763.284785,1538.7925,1.556871,2.795749,1.795749,7.259866,611.593542,Yes
3,0,12,7,29,12,10,3.4644,12.002067,110.8944,5.225,3.77,67.912962,15.71,366.267114,43.045038,0.347984,-0.197282,-0.077546,0.166668,-0.025299,28.49443,30.661276,38.993639,36.740628,37.547101,0,1,5972.849654,4206.973324,1765.87633,1.41975,3.382371,2.382371,7.793626,671.412788,Yes
15,5,12,9,63,12,14,2.4987,6.243502,200.5257,2.405,4.54,123.348029,224.45,807.346606,72.969971,1.816881,-0.857903,0.023902,0.25418,-0.481254,69.202547,69.642111,112.16783,139.706306,167.289595,0,0,33547.07268,27385.60697,6161.465719,1.224989,5.444658,4.444658,11.777869,1019.882573,Yes
4,3,9,11,27,10,4,0.9959,0.991817,94.5279,1.182,3,53.680239,68.36,325.179027,29.401761,0.402698,-0.189627,-0.037947,0.001787,0.056933,26.628879,28.827457,42.713283,46.377467,43.405083,0,1,5804.878441,4959.616428,845.262012,1.170429,6.867549,5.867549,7.483373,638.363135,Yes
9,3,17,22,36,17,8,3.3563,11.26475,132.4583,1.991,2.67,70.440618,134.75,487.155722,41.321382,0.733977,-0.443628,0.072751,-0.046201,0.123479,50.909503,44.614436,66.620318,67.088202,63.98398,0,1,20600.80132,19536.05946,1064.741866,1.054501,19.348165,18.348165,9.861589,859.571297,Yes
6,2,27,23,44,28,11,6.5551,42.969336,153.4818,5.409,3.44,81.621618,114.73,580.134732,44.314382,0.797907,-0.359889,-0.047967,0.009632,-0.006136,59.880544,57.643748,75.213794,74.316977,68.466655,0,1,33135.02035,28387.34556,4747.674788,1.167246,6.97921,5.97921,13.355832,1065.06594,Yes
5,1,11,6,30,11,6,2.0464,4.187753,87.7653,3.849,1.9,47.805895,77.04,407.11808,29.194105,0.877665,-0.387194,-0.184326,0.24853,-0.063155,39.586635,35.67842,58.341896,58.521945,55.034782,0,1,13119.292,12260.63495,858.657056,1.070034,15.27885,14.27885,8.932374,663.107464,Yes
7,1,28,13,57,28,12,4.1875,17.535156,185.671,5.721,3.99,106.247306,115.7,700.329709,64.330694,1.137574,-0.606209,-0.005053,-0.020504,0.063213,59.981807,63.701176,93.020269,96.407395,99.79431,0,0,62534.67626,59978.80529,2555.870966,1.042613,24.467071,23.467071,13.806329,1111.836556,Yes
5,3,11,19,31,11,8,3.5745,12.77705,111.9002,2.94,3.11,63.284411,77.23,398.211805,36.595589,0.534296,-0.283624,0.046785,0.030408,-0.140633,33.490903,33.741606,48.928861,50.845558,48.063475,0,1,12444.41779,11633.14603,811.27176,1.069738,15.339395,14.339395,8.790951,716.511275,Yes
5,0,0,3,45,0,6,-2.1076,4.441978,142.9233,6.777,4.54,103.255201,55.84,557.431834,72.680799,0.740825,-0.440449,-0.004592,0.223102,-0.261821,43.817837,48.155825,75.535129,84.760751,87.646651,0,3,15083.50053,12735.17866,2348.321864,1.184396,6.423098,5.423098,9.29826,757.413903,Yes
8,2,6,6,32,6,9,-1.1717,1.372881,101.5543,2.155,3,66.700583,99.18,417.226371,41.979417,0.799219,-0.374645,-0.21298,0.407099,-0.148516,34.952286,35.349624,49.255317,57.501031,55.279193,1,1,8355.453348,6220.888701,2134.564647,1.343129,3.914359,2.914359,8.507252,801.648092,Yes
5,1,15,9,39,16,12,3.1682,10.037491,135.8766,5.099,3.88,82.641134,67.45,495.289721,51.494866,0.74173,-0.398593,-0.123848,0.241077,-0.051596,40.905392,42.405519,60.620027,63.702424,66.201225,0,1,17486.71339,14913.88478,2572.828615,1.172512,6.796688,5.796688,10.539222,936.64772,Yes
2,1,13,18,31,13,6,2.4292,5.901013,101.3836,2.956,3.11,61.301825,83.09,399.168188,37.570175,0.925745,-0.475278,-0.160006,0.361134,-0.145926,34.006795,34.653284,48.705019,65.807057,69.081036,0,0,6649.148868,4334.458913,2314.689955,1.534021,2.872587,1.872587,7.990505,662.508058,Yes
13,5,0,5,61,0,7,-3.1051,9.641646,183.3669,3.415,4.54,125.260752,182.83,764.434693,84.335248,1.687759,-0.819585,0.019187,-0.168109,-0.17428,64.068097,67.64184,109.724819,125.270033,114.941665,0,0,54221.08127,50995.04052,3226.040751,1.063262,16.807314,15.807314,13.057019,1047.899861,Yes
2,0,6,11,16,6,4,0.6388,0.408065,62.0918,1.005,2.34,37.593067,29.54,223.144653,28.264933,0.423716,-0.380038,0.280924,-0.152933,0.09674,18.268899,18.159549,25.87794,23.82319,19.048283,0,2,2376.272684,2050.202808,326.069876,1.159043,7.287618,6.287618,5.732286,534.646194,Yes
5,0,12,9,29,12,1,2.9671,8.803682,99.6302,3.147,3,53.321481,49.85,368.09277,26.796519,0.55691,-0.328735,0.13633,-0.052949,-0.226755,36.756318,33.27723,52.719751,64.79945,71.044305,0,0,4545.478224,2976.417743,1569.060481,1.527164,2.896943,1.896943,6.875328,583.924775,Yes
3,1,12,20,23,12,2,3.1233,9.755003,71.2823,2.046,2.45,39.440723,84.6,281.080041,16.219277,0.33878,-0.124379,-0.101409,0.116349,-0.068118,24.403348,25.269925,35.653662,40.069539,35.654099,0,0,3314.163046,1886.096385,1428.066661,1.757155,2.320734,1.320734,6.810086,554.325679,Yes
8,4,18,7,49,18,17,3.4367,11.810907,172.7409,4.84,4.54,105.536064,120,628.362471,61.223936,0.854773,-0.481152,0.032729,0.250605,-0.364572,51.312266,52.488189,72.56029,78.441757,79.525572,0,0,21971.21108,16467.6331,5503.577989,1.334206,3.992169,2.992169,11.216822,979.129727,Yes
0,3,16,20,22,17,1,3.2087,10.295756,66.3352,3.331,2.56,37.07793,90.9,270.052823,13.80607,0.425817,-0.109769,-0.006882,-0.299576,0.300395,23.872345,23.992552,35.653012,38.98138,37.525357,0,0,3796.019922,3296.618413,499.401509,1.151489,7.601138,6.601138,6.546915,519.050306,Yes
5,2,20,23,42,24,2,3.2616,10.638035,130.107,6.052,3.77,73.422618,69.45,466.200491,38.493382,0.704927,-0.426928,0.036561,0.143694,-0.166926,38.763328,45.322279,74.145666,93.221203,107.246348,0,1,8420.075272,5050.714911,3369.360361,1.667106,2.499013,1.499013,8.398523,707.430387,Yes
7,3,0,3,31,0,3,-0.4347,0.188964,102.9431,1.43,3.11,67.004962,113.29,410.230454,42.917038,0.82582,-0.239147,-0.214468,0.111082,-0.256793,34.421283,33.988828,61.084217,82.068084,93.056911,0,0,4789.963942,2877.182896,1912.781046,1.66481,2.504188,1.504188,6.752016,542.950512,Yes
2,1,0,1,24,0,0,0.0179,0.00032,79.8531,4.498,3.33,55.04779,37.3,290.22458,33.75421,0.195131,-0.04843,-0.043119,-0.005581,-0.000246,22.548938,24.664184,40.328368,45.992552,35.328368,0,0,3356.779702,2888.093083,468.68662,1.162282,7.162098,6.162098,5.988558,468.094794,Yes
3,3,0,2,20,0,15,-4.153,17.247409,73.556,6.018,3.11,59.055341,66.48,299.28243,39.788659,0.217869,-0.043737,-0.086516,-0.024418,0.044179,22.908918,20.830366,22.32864,23.269381,19.604835,0,1,14165.65202,14051.63585,114.016177,1.008114,124.242475,123.242475,7.710235,759.176615,Yes
1,3,12,11,22,12,1,2.6799,7.181864,70.2041,2.029,2.56,38.411516,86.99,272.068474,15.992484,0.447757,-0.106915,-0.040003,-0.287794,0.300025,23.872345,23.992552,35.985104,37.98138,36.193265,0,0,3597.479228,2803.691942,793.787286,1.283122,4.532044,3.532044,6.797558,550.585547,Yes
2,1,0,2,17,0,14,-3.8977,15.192065,55.518,7.57,3,51.101376,37.3,256.24023,35.940624,0.191857,-0.093083,0.001663,-0.004274,-0.000229,19.548938,17.664184,18.438653,15.664184,14.664184,1,0,9942.894064,9865.729825,77.164238,1.007821,128.853654,127.853654,6.939144,778.299645,Yes
0,5,16,22,24,17,1,3.0927,9.564793,69.5258,3.446,2.34,38.68193,131.36,302.042653,13.80607,0.571016,-0.105315,-0.173702,-0.139222,0.19346,27.421283,26.656736,41.313472,48.633155,44.185817,0,0,4671.215597,3761.432027,909.78357,1.241872,5.134425,4.134425,7.239457,549.814098,Yes
8,5,0,3,38,0,8,-1.3797,1.903572,125.8146,2.771,3.33,85.379685,152.54,515.291674,57.288315,0.610268,-0.242402,0.002681,-0.07391,0.137334,46.909017,48.999715,68.199938,73.928925,73.14564,1,0,19081.90088,17963.91251,1117.988377,1.062235,17.068067,16.068067,9.411741,753.979881,Yes
0,1,6,10,10,6,1,2.199,4.835601,30.9833,1.508,1.68,17.399965,63.37,139.026943,6.722035,0.112611,-0.014356,-0.011461,0.000071,-0.034736,12.683387,11.605197,15.435201,13.324916,7.826642,0,0,839.282914,704.269769,135.013145,1.191707,6.216305,5.216305,4.411379,392.687726,Yes
1,1,0,2,31,0,5,1.5548,2.417403,115.1746,10.518,4.32,78.994478,20.23,386.354866,50.287522,0.082799,-0.022963,-0.027097,0.006471,0.009097,28.774469,31.332092,48.664184,54.664184,49.664184,0,0,8997.599948,8353.873636,643.726311,1.077057,13.977369,12.977369,7.698616,653.210179,Yes
2,3,6,7,24,6,0,1.1461,1.313545,79.8376,3.631,3.11,50.089032,60.69,288.172545,26.236968,0.223605,-0.053639,-0.092738,0.041557,0.011274,23.323407,24.996276,39.992552,45.431205,35.324644,0,0,3853.007458,3363.565072,489.442386,1.145513,7.872239,6.872239,6.353463,501.67531,Yes
5,2,0,4,29,0,3,-1.3555,1.83738,95.9125,0.257,3.22,59.640204,91.67,360.193674,33.483796,0.563519,-0.142813,-0.124063,0.102924,-0.129611,29.872345,30.66046,48.656736,60.427481,62.64184,0,0,5935.564384,5162.422955,773.141429,1.149763,7.677204,6.677204,7.078604,575.862622,Yes
4,1,16,17,30,17,1,1.9885,3.954132,89.3687,2.908,3,51.276688,81.42,348.111007,24.623312,0.641438,-0.336581,0.048168,0.009953,-0.019969,29.817837,32.49137,51.98203,61.55557,52.310126,0,0,6040.420981,4980.956389,1059.464592,1.212703,5.70139,4.70139,7.565519,608.186943,Yes
2,0,12,14,20,12,4,3.5752,12.782055,84.6871,3.779,2.89,44.745481,16.13,316.057511,23.174519,0.191051,-0.123968,0.026568,0.003022,0.007275,62.978051,26.483585,37.803897,36.803897,29.317403,0,1,4452.791072,2979.065463,1473.725609,1.494694,3.021452,2.021452,7.318549,547.341918,Yes
3,2,6,6,14,6,1,1.3277,1.762787,50.2121,2.056,2.23,29.568309,53.11,175.110948,15.531691,0.133269,-0.126083,0.084984,-0.019071,-0.011294,14.079941,14.83091,20.412305,18.997092,12.997092,0,3,1272.703825,1052.638906,220.064919,1.20906,5.783311,4.783311,4.887156,474.995686,Yes
5,1,15,22,41,16,18,1.1499,1.32227,146.1131,7.23,3.99,93.008892,97.23,556.297094,62.007108,0.664821,-0.282757,-0.025717,-0.092604,0.157818,49.720059,52.221227,63.201281,64.487676,68.649424,0,1,29216.93462,27141.27437,2075.660252,1.076476,14.075972,13.075972,11.548796,984.296853,Yes
7,2,29,33,43,29,8,5.5513,30.816932,141.1289,4.928,3.33,74.122446,97.62,529.183793,37.197554,0.821939,-0.567482,0.284113,-0.117947,-0.074806,46.800464,47.570176,73.069692,68.976807,66.696496,0,0,25015.12256,22710.2271,2304.895466,1.101492,10.85304,9.85304,11.398014,952.094718,Yes
4,3,12,22,23,12,6,1.6589,2.751949,81.8038,1.954,2.34,44.043102,103.88,318.067428,22.738898,0.337653,-0.157625,0.003526,-0.005929,0.003119,31.94559,33.113957,40.437305,40.941255,37.664788,0,0,6714.926149,6279.200448,435.725701,1.069392,15.410902,14.410902,7.22027,634.273379,Yes
