nHBAcc,nHBDon,naAromAtom,nAtomP,nB,nAromBond,nRotB,ALogP,ALogp2,AMR,XLogP,MLogP,apol,TopoPSA,MW,bpol,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,nAcid,nBase,MOMI-X,MOMI-Y,MOMI-Z,MOMI-XY,MOMI-XZ,MOMI-YZ,MOMI-R,AllSurfaceArea,BE0001061,BE0001188,BE0003640,BE0003648,BE0003647,BE0001004,BE0003659,BE0001042,BE0003644,BE0003667,BE0003668,BE0001069,BE0003657,BE0001067,BE0000703,BE0001032
2,0,12,6,20,12,5,3.243,10.517049,80.1424,3.238,2.89,45.209067,16.13,274.1236764,24.490933,0.20080202,-0.106534762,-0.00420127,-0.002122329,-0.003451726,27.43291051,22.78268031,30.56826901,29.56826901,25.78268031,0,1,3502.128349,2042.668391,1459.459958,1.714486974,2.399605642,1.399605642,7.07837624,624.6106333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,6,11,26,6,6,2.381,5.669161,88.1451,3.305,2.45,48.934274,107.77,346.1164864,27.341726,0.656198502,-0.397930681,0.239936714,-0.226989458,0.30738289,30.36677482,29.59802086,42.31305057,50.64637928,59.85622971,0,0,5659.858473,3380.960012,2278.898461,1.674038868,2.483593969,1.483593969,7.994117343,632.9302333,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0
2,0,15,18,33,16,11,5.3112,28.20884544,138.8759,7.914,3.55,77.542997,42.68,645.02369,45.653003,0.494658358,-0.203623474,-0.117118193,0.129715773,-0.04867321,254.9607126,54.29084541,86.75105305,118.287615,221.6278445,0,1,13515.70367,10556.64243,2959.061243,1.280303256,4.567564697,3.567564697,8.54906207,801.4355767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2,6,13,18,6,7,0.6813,0.46416969,64.2745,2.184,2.12,40.628274,83.65,270.1038136,28.431726,0.367744166,-0.237159181,0.176708475,-0.242172892,0.153119007,27.17112075,27.72667716,33.35419916,33.9987967,29.8188932,0,0,4070.856214,3732.806725,338.0494885,1.090561744,12.04219013,11.04219013,6.335848716,639.8052488,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,1,15,11,27,16,8,2.3093,5.33286649,97.5355,0.631,2.67,54.288653,96.31,359.1303627,34.467347,0.616382591,-0.277104032,-0.078010874,-0.106355291,0.230827645,34.53110105,35.22142937,45.41250144,47.55174141,43.38959583,0,0,10103.99011,9506.092546,597.8975663,1.062896249,16.89919926,15.89919926,8.216385216,755.2198771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,12,7,27,12,7,3.1337,9.82007569,98.0577,2.341,2.89,54.28186,93.59,356.1194637,29.95614,0.543474109,-0.270551471,0.085679987,-0.211300167,0.180440716,34.17112075,32.33266605,47.10944397,40.21555623,32.32823282,0,0,11532.94284,10956.84678,576.0960562,1.052578636,20.01913173,19.01913173,8.583718795,663.4554938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,3,19,14,33,21,10,4.0148,16.11861904,115.6377,3.762,3.44,64.984618,75.74,406.1892575,35.491382,0.653057589,-0.28376594,-0.258293793,0.305464719,-0.006885964,33.81783674,35.98937157,48.31801137,51.14350675,44.92638877,0,1,16829.59682,15642.9535,1186.643322,1.07585801,14.18252351,13.18252351,10.24568799,827.7163982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,10,16,29,11,2,2.2911,5.24913921,90.3638,3.701,2.56,52.08086,75.01,361.1437845,32.83914,0.801000776,-0.347061593,-0.177506739,0.021223342,0.189406858,31.67986119,32.7378824,50.09068436,59.12522629,60.82326433,1,1,5858.457872,4725.071921,1133.385951,1.239866391,5.168987553,4.168987553,7.408121321,615.5237974,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5,0,18,18,32,18,6,3.1618,9.99697924,110.307,2.398,3.33,61.32186,76.9,404.1194637,30.79814,0.416811171,-0.115476006,-0.050725123,-0.017039775,-0.021306247,38.17112075,39.58486185,53.10646605,57.76692593,56.76629186,0,0,8713.153472,7094.713726,1618.439747,1.228119105,5.383674919,4.383674919,8.496358138,658.4295427,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7,4,6,8,27,6,5,0.1625,0.02640625,89.7976,-2.598,2.23,49.705481,158.26,363.0888918,25.718519,0.714475822,-0.340894379,-0.089129394,0.363407742,-0.39740764,36.08003912,32.99712189,48.65642524,54.54426336,50.53889696,1,1,6705.575891,5470.143679,1235.432212,1.225850048,5.427716571,4.427716571,7.85517214,616.4895017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,12,15,23,12,3,3.4265,11.74090225,87.1506,3.994,3.33,49.344653,12.47,279.1623145,26.853347,0.24410102,-0.148846847,0.00653912,0.021606273,0.00619543,22.13444934,24.16272975,32.16245786,36.82664182,33.49454984,0,1,3393.425372,2297.122767,1096.302604,1.477250332,3.095336414,2.095336414,6.783965998,561.6421209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,2,11,14,32,11,5,2.6899,7.23556201,105.817,3.036,2.45,57.832274,138.04,435.0655695,29.807726,0.746956932,-0.291182776,-0.042374606,0.058021888,-0.206543439,47.79298903,40.50235413,66.39781084,67.64698595,76.7350361,1,0,9606.173072,8106.604546,1499.568525,1.184981088,6.405958053,5.405958053,8.402370469,724.8270708,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,17,7,36,17,10,4.6348,21.48137104,128.6299,4.849,3.33,74.621376,55.53,469.2244532,46.196624,0.626588953,-0.378522534,-0.009555443,0.137990176,-0.147974687,44.06178949,41.30221007,57.05324807,56.85890592,49.24224179,0,1,20796.32322,18523.13122,2273.191994,1.122721799,9.148511551,8.148511551,11.31928757,920.3941587,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2,1,12,13,22,12,4,2.9688,8.81377344,83.7357,3.791,3.22,48.549446,15.27,266.1782989,26.690554,0.133795655,-0.072002373,0.008906176,-0.043227653,0.071234914,20.7199606,22.83090967,29.9970916,35.32945547,31.69234417,0,1,3035.162047,1969.3913,1065.770747,1.541167592,2.847856403,1.847856403,6.615507888,599.4229142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,8,0,2,32,0,15,-5.1533,26.55650089,116.9398,0.541,3.11,79.761685,184.7,475.3145178,49.492315,0.749281734,-0.208164182,-0.077513239,-0.274275054,0.190938599,39.55573259,34.82291775,44.92602658,45.97385643,36.75461196,1,1,32629.52609,30856.80462,1772.721472,1.057449937,18.40645956,17.40645956,12.66377141,952.2219775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7,1,10,14,31,11,5,0.185,0.034225,101.2139,1.137,2.56,58.817825,103.04,387.1906545,39.976175,0.927009146,-0.588657869,0.083933812,0.234782172,-0.409622758,32.89777765,35.1526451,50.14575602,54.27975281,51.41916295,0,0,10458.09215,9652.587354,805.504795,1.083449625,12.98327734,11.98327734,8.385291947,667.2345679,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
4,1,10,16,29,11,2,2.2911,5.24913921,90.3638,3.701,2.56,52.08086,75.01,361.1437845,32.83914,0.801000776,-0.347061593,-0.177506739,0.021223342,0.189406858,31.67986119,32.7378824,50.09068436,59.12522629,60.82326433,1,1,5858.457872,4725.071921,1133.385951,1.239866391,5.168987553,4.168987553,7.408121321,615.5237974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,28,13,55,28,11,5.9601,35.52279201,186.2317,6.709,3.77,103.306134,104.7,704.2393074,60.307866,1.15295359,-0.685496769,-0.065940427,0.17877216,0.057872345,70.40361837,64.77323859,96.60677249,99.69942807,108.6221845,0,0,57341.14672,54352.76984,2988.376886,1.054981133,19.18805723,18.18805723,13.70188563,1194.144877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2,6,8,18,6,2,0.7366,0.54257956,58.3937,1.317,2.23,33.727516,75.27,232.0847923,17.312484,0.480509411,-0.233026514,0.207527473,-0.444052531,0.233060197,20.04336771,19.66100366,29.57037451,35.31801137,35.75206574,0,0,1740.003913,1259.993696,480.0102174,1.380962396,3.624930991,2.624930991,5.247970718,422.2347323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,12,18,40,12,3,-0.1574,0.02477476,123.991,0.649,3.22,72.081411,176.61,497.1685817,35.562589,1.02775154,-0.315865069,-0.023180388,-0.208667307,-0.197134117,43.33020162,43.81919368,71.08076442,88.39752285,89.33001651,0,1,11612.95131,8825.75539,2787.195921,1.315802535,4.166535701,3.166535701,9.123855369,785.2761403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2,12,9,26,12,11,2.2071,4.87129041,98.9489,3.235,3.33,58.469411,58.56,341.1990939,33.050589,0.436477974,-0.13619008,-0.165874584,0.003164044,0.185577876,27.68338741,27.66073177,34.65700771,35.98493834,32.65257447,0,1,9179.830402,8403.024919,776.8054829,1.092443553,11.81741196,10.81741196,8.489453408,754.6343382,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3,2,6,8,28,6,2,1.1531,1.32963961,87.7892,0.306,3,51.750653,70,327.1470583,27.811347,0.514353617,-0.15770713,-0.182557577,0.199694834,-0.157469576,27.45785644,30.15900569,50.31773948,65.41641508,62.08476038,0,1,3832.787381,2644.583545,1188.203836,1.449297145,3.225698542,2.225698542,6.635528982,554.1039184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,18,10,34,20,5,3.4972,12.23040784,103.9084,2.37,3,64.007032,78.82,425.1618529,35.832968,0.564031476,-0.445709237,0.279221096,-0.152763216,0.178936292,41.06178949,38.77631973,58.16389533,57.38882214,51.6019502,0,1,14100.91251,12892.37641,1208.536105,1.093740368,11.66776272,10.66776272,9.443856741,769.5321878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,3,6,12,24,6,11,-0.1375,0.01890625,91.1766,1.715,2.78,55.758204,87.66,336.2049076,35.761796,0.593619029,-0.212542805,-0.15407933,0.003109481,0.134546354,27.81783674,26.32518762,35.20728901,35.64939418,35.81530423,0,1,8049.068047,7525.157437,523.9106099,1.069621216,15.36343776,14.36343776,7.692560811,728.3258069,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1,6,10,32,6,7,2.9361,8.62068321,113.3817,5.735,3.33,69.016583,49.77,439.1680994,39.583417,0.495802872,-0.348573496,0.165795652,0.067404018,-0.274621255,47.10928722,37.73045499,54.44566528,61.70379686,58.4603662,0,0,14375.90322,13288.6258,1087.277419,1.081820155,13.22192751,12.22192751,9.205494065,717.8715928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0,3,14,0,4,-0.7787,0.60637369,51.2769,0.638,1.9,32.247895,96.41,217.0772645,22.574105,0.411048768,-0.210432799,0.00439529,0.078316924,-0.137696178,22.81114045,17.16460694,23.6587195,25.77140933,25.65868252,1,0,1874.758769,1474.046749,400.7120201,1.271844852,4.678568835,3.678568835,5.472606627,458.919756,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,24,15,51,24,2,5.6044,31.40929936,172.4638,4.657,4.65,99.470513,80.62,609.2964623,57.105487,0.892833124,-0.449733149,-0.257237692,0.364195189,0.00731456,50.36677482,55.4841933,83.31056323,99.74053135,99.29922564,0,3,15964.6584,12088.46075,3876.197648,1.320652706,4.118638895,3.118638895,9.675985091,789.3866689,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
9,3,9,11,49,10,6,1.5666,2.45423556,159.9328,3.791,3.77,95.55172,118.21,653.2212818,57.06828,0.960704192,-0.592598081,0.14358874,0.122404143,-0.352367163,91.93033748,58.80559246,100.6558807,121.3028689,128.1015321,0,1,23592.52479,20260.42581,3332.098975,1.164463423,7.080379352,6.080379352,10.59936585,828.0642069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,3,12,0,3,-1.905,3.629025,39.1891,-0.632,1.9,27.219102,63.4,170.1055278,18.540898,0.350604615,-0.177469708,-0.001032933,0.093298613,-0.146185961,14.26889867,13.32891169,18.60201681,17.57417367,16.15900569,0,0,927.141924,621.9522602,305.1896638,1.490696286,3.03792046,2.03792046,4.54994556,434.8890102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,6,7,23,6,6,0.7562,0.57183844,85.6708,1.166,2.78,52.231411,81.95,309.1940086,32.092589,0.481202828,-0.132063734,-0.237014222,0.112577751,0.012402076,25.45785644,24.99282375,36.65355553,35.92531742,29.54228939,0,1,6242.282749,5560.490359,681.79239,1.122613717,9.155694373,8.155694373,7.638753166,642.4432704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,8,12,20,34,12,12,0.5274,0.27815076,122.6598,-0.602,2.78,66.602204,163.18,444.2008848,35.165796,0.798855988,-0.249504187,-0.155572723,0.066611506,-0.237356269,38.08673542,37.32200733,50.9827391,62.47326308,68.29533619,0,2,13534.52796,9075.626728,4458.901233,1.491305049,3.035395326,2.035395326,10.75857589,897.402331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,3,10,16,31,11,3,0.7999,0.63984001,93.5254,4.104,2.56,56.029446,100.59,392.1659972,32.332554,0.71154493,-0.242874628,-0.155076621,-0.113891293,0.289466828,34.76741659,34.65548355,51.92270639,65.55045471,73.32189819,1,1,6474.220059,4902.353542,1571.866518,1.32063508,4.118810335,3.118810335,7.680442147,655.0282287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14,4,0,3,54,0,8,-2.0536,4.21727296,186.232,1.66,4.1,124.414717,182.91,747.4768918,92.739283,1.850827786,-0.815670763,-0.269651469,-0.011577843,0.437030552,62.42807776,61.14038534,96.61480622,124.2549718,129.6459755,0,1,19595.35743,11843.37618,7751.981254,1.654541504,2.527786999,1.527786999,10.11178711,883.4071657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,4,11,12,39,11,9,-0.0609,0.00370881,125.5432,-0.891,1.46,66.796274,293.8,554.0460581,39.163726,1.342946839,-0.643288603,-0.214857416,0.341121913,-0.073230768,62.68438477,54.58334403,80.93824797,87.49064266,93.47206717,1,0,20509.90967,18310.17256,2199.737111,1.120137432,9.323800362,8.323800362,10.31616132,901.3071753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,6,6,17,6,2,1.1862,1.40707044,61.8718,2.882,2.56,37.630688,29.1,237.0920419,19.529312,0.218331504,-0.068346425,-0.062610058,0.043594867,-0.035444718,24.84739924,19.61622648,29.06627103,36.06977718,35.12452722,0,1,1665.193515,1166.661564,498.5319518,1.427314971,3.340194163,2.340194163,5.120886811,485.4431183,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5,1,12,15,30,12,6,2.8754,8.26792516,110.3388,2.947,3.11,61.433825,73.6,383.1667482,36.806175,0.534191367,-0.285358271,-0.169599176,0.320769411,-0.156876957,35.75663201,35.66530181,49.53103445,58.64592963,49.44348481,0,3,9614.200882,8196.043212,1418.157671,1.17302955,6.779359645,5.779359645,8.88791004,728.4365071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,4,18,9,68,18,15,2.9769,8.86193361,214.9203,2.962,4.98,129.054443,221.29,853.3309557,71.741557,1.860872418,-0.834946179,-0.067095452,0.288662795,-0.492960102,73.2025468,74.64211143,116.7805509,148.2045795,175.1234136,0,0,36338.94751,28503.90663,7835.04088,1.274876037,4.638003562,3.638003562,12.16505699,1101.828293,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
11,6,16,13,53,17,14,2.8513,8.12991169,180.0463,5.629,4.43,110.82965,174.72,670.3842691,62.21835,0.861989009,-0.397546435,-0.208734605,0.446608455,-0.313697398,55.03222699,56.65464308,82.36385498,85.66434984,88.40826263,0,1,24914.49472,20165.17951,4749.315213,1.235520602,5.245913065,4.245913065,11.19194377,1015.009014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,3,0,6,31,0,2,-0.944,0.891136,101.2953,1.138,3.22,62.623997,94.83,392.1999025,34.822003,0.618257525,-0.121140618,-0.265055175,0.144405351,0.040680045,33.37438932,33.242245,58.06627511,80.79601968,73.66105018,0,0,5541.54247,4631.299552,910.242918,1.196541577,6.087981967,5.087981967,6.767807006,522.4676632,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,4,6,8,14,6,3,0.3098,0.09597604,48.4647,-2.03,1.9,27.482723,103.78,197.0688079,12.323277,0.365160692,-0.110769375,-0.13099417,0.064656254,0.048138505,17.45785644,15.49454984,22.09938476,22.04012603,13.99282375,1,1,2050.360214,1789.318009,261.0422046,1.145889218,7.854516156,6.854516156,5.606377773,488.8650245,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,0,12,6,21,12,6,4.2607,18.15356449,87.4747,3.956,3,48.20786,12.47,333.0728265,27.05014,0.284900706,-0.172344382,-0.035742158,0.147455289,-0.102522732,64.39254013,27.81540521,39.46780879,39.18718043,31.81140926,0,1,4924.327919,2829.534434,2094.793485,1.740331504,2.350746245,1.350746245,7.621681996,568.9293723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,12,14,23,12,3,4.7696,22.74908416,93.4886,5.186,3.11,49.862274,28.54,315.0848484,24.357726,0.132248279,-0.079035978,0.004049743,0.011327056,-0.009034579,35.20068325,28.78988685,42.74886403,45.41864923,39.07907883,0,1,4277.126106,2799.554317,1477.57179,1.52778822,2.894699355,1.894699355,7.208934221,590.7074162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,6,7,18,6,6,3.2715,10.70271225,70.165,3.35,2.78,43.475446,46.53,250.1568947,26.924554,0.331906659,-0.169066414,0.017449023,0.010251347,8.87E-04,20.32340711,19.32836791,27.43492892,27.32091977,17.66045989,1,0,4165.01993,3721.652079,443.3678511,1.119131999,9.39405038,8.39405038,6.910877085,667.9610858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,12,13,24,12,4,4.2965,18.45991225,93.7601,4.652,3.22,53.156239,6.48,314.1549766,29.523761,0.187661037,-0.105239672,0.01071952,-0.064030026,0.1311905,30.43291051,26.94886224,37.90063288,42.23299674,39.0864164,0,1,4302.077285,2763.284785,1538.7925,1.556870761,2.795748799,1.795748799,7.259865571,611.5935423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,12,7,29,12,10,3.4644,12.00206736,110.8944,5.225,3.77,67.912962,15.71,366.267114,43.045038,0.347983918,-0.197282256,-0.077546158,0.166668,-0.025298888,28.49442964,30.66127555,38.99363942,36.7406275,37.54710102,0,1,5972.849654,4206.973324,1765.87633,1.419749828,3.382371434,2.382371434,7.793625619,671.412788,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
15,5,12,9,63,12,14,2.4987,6.24350169,200.5257,2.405,4.54,123.348029,224.45,807.3466058,72.969971,1.81688096,-0.857902977,0.023901901,0.254179992,-0.481253691,69.2025468,69.64211143,112.1678305,139.7063056,167.2895955,0,0,33547.07268,27385.60697,6161.465719,1.224989197,5.444657848,4.444657848,11.77786918,1019.882573,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
4,3,9,11,27,10,4,0.9959,0.99181681,94.5279,1.182,3,53.680239,68.36,325.1790272,29.401761,0.402697985,-0.18962697,-0.037947422,0.001787458,0.056932974,26.62887897,28.82745749,42.71328295,46.3774669,43.40508334,0,1,5804.878441,4959.616428,845.2620125,1.170428908,6.86754918,5.86754918,7.483373069,638.3631351,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
9,3,17,22,36,17,8,3.3563,11.26474969,132.4583,1.991,2.67,70.440618,134.75,487.155722,41.321382,0.733976868,-0.443627832,0.072750533,-0.046201269,0.12347867,50.90950313,44.61443593,66.62031798,67.08820151,63.98397992,0,1,20600.80132,19536.05946,1064.741866,1.054501363,19.34816501,18.34816501,9.861588959,859.5712968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,27,23,44,28,11,6.5551,42.96933601,153.4818,5.409,3.44,81.621618,114.73,580.1347324,44.314382,0.797906742,-0.359888571,-0.047967406,0.009631701,-0.006135774,59.88054443,57.64374844,75.21379356,74.31697737,68.46665492,0,1,33135.02035,28387.34556,4747.674788,1.167246169,6.97921021,5.97921021,13.35583247,1065.06594,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,1,11,6,30,11,6,2.0464,4.18775296,87.7653,3.849,1.9,47.805895,77.04,407.1180795,29.194105,0.877665283,-0.387194282,-0.184325815,0.248530087,-0.063155023,39.58663538,35.67842035,58.3418958,58.5219453,55.03478162,0,1,13119.292,12260.63495,858.6570557,1.070033653,15.27884959,14.27884959,8.932373773,663.1074642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,28,13,57,28,12,4.1875,17.53515625,185.671,5.721,3.99,106.247306,115.7,700.3297086,64.330694,1.137573995,-0.606209082,-0.005053153,-0.020504409,0.063213243,59.98180683,63.70117555,93.02026937,96.40739526,99.79431048,0,0,62534.67626,59978.80529,2555.870966,1.042612902,24.46707095,23.46707095,13.80632939,1111.836556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,3,11,19,31,11,8,3.5745,12.77705025,111.9002,2.94,3.11,63.284411,77.23,398.2118045,36.595589,0.534296146,-0.283623895,0.046785114,0.03040826,-0.140632504,33.49090342,33.74160646,48.92886057,50.84555785,48.06347529,0,1,12444.41779,11633.14603,811.2717601,1.06973795,15.33939477,14.33939477,8.790950888,716.511275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,9,11,20,10,2,-1.1781,1.38791961,63.3876,-0.134,1.9,43.028653,77.12,283.1644397,34.113347,0.75761038,-0.549012034,0.298294865,-0.211475379,0.108761177,24.12330861,23.322823,33.40160125,31.4809831,24.12002175,1,2,3373.177904,2790.878048,582.2998554,1.208643963,5.792853755,4.792853755,6.255398864,584.2197983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,6,28,36,45,35,0,5.0702,25.70692804,129.5982,6.42,3.88,69.884688,155.52,504.0845176,19.407312,0.599227689,-0.136926168,-0.00336204,-0.292096716,0.234799263,44.19575228,47.65673582,81.31347163,108.6343914,131.2737575,0,0,9054.173835,4839.029379,4215.144456,1.871072301,2.14801033,1.14801033,8.425677086,631.0511764,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
10,3,11,8,34,11,8,0.4321,0.18671041,117.1359,0.2,2.01,60.092274,201.14,462.0780098,31.731726,0.815236608,-0.398252762,-0.062050465,0.347895915,-0.391429234,49.28773306,44.74899707,64.79924382,72.52738211,70.28025636,3,0,13889.92822,12831.57788,1058.350338,1.08248014,13.12413076,12.12413076,8.831419225,754.49583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,2,10,8,32,10,8,-0.7858,0.61748164,112.6948,0.279,1.35,54.683102,234.93,454.030014,30.958898,0.80846834,-0.392913166,-0.028071556,0.327370201,-0.497680508,53.36097767,46.44881967,71.71078111,62.67294738,69.20490076,3,0,13909.17631,13007.0165,902.1598133,1.069359473,15.4176412,14.4176412,8.697038254,740.5111694,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
15,4,11,9,48,11,12,-0.2577,0.06640929,157.9308,-0.379,2.12,84.119411,270.86,645.142401,49.064589,1.375469539,-0.78858269,0.127649246,0.419447889,-0.805961302,65.69108107,61.07472847,90.200528,103.5098194,101.9267421,3,0,30097.39762,27050.94656,3046.451065,1.112619019,9.879494854,8.879494854,11.48267418,938.0876331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,3,5,12,27,5,6,-0.6478,0.41964484,92.5776,-2.266,1.57,46.858309,200.75,383.0358106,26.861691,0.872214431,-0.409061916,-0.115221766,0.247380504,-0.136587013,42.92775276,37.3886997,54.07955511,52.07042559,56.9545137,1,0,7404.530692,6013.134135,1391.396557,1.231392902,5.32165374,4.32165374,8.057032239,697.219589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,3,0,8,26,0,5,-0.2481,0.06155361,91.6186,-2.462,2.34,50.237067,138.03,349.1096272,27.904933,0.665462153,-0.331396551,-0.080554809,0.37231135,-0.444479961,34.30557008,31.66502992,45.99224128,51.8800794,49.20680498,1,1,5807.451439,4754.918382,1052.533056,1.221356703,5.517595294,4.517595294,7.439316781,593.3871129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,3,46,0,6,-3.4624,11.98821376,145.722,6.586,4.65,107.01558,52.6,572.4553088,76.62042,0.761761982,-0.463232156,0.002095729,0.239041154,-0.284299455,44.81783674,49.32200733,78.53512935,88.76075061,91.97874315,0,4,14903.66027,12402.01266,2501.647612,1.201713035,5.957537824,4.957537824,9.213360451,759.2489533,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
5,0,0,3,45,0,6,-2.1076,4.44197776,142.9233,6.777,4.54,103.255201,55.84,557.4318337,72.680799,0.740824511,-0.440449066,-0.00459217,0.223101746,-0.26182071,43.81783674,48.1558254,75.53512935,84.76075061,87.64665117,0,3,15083.50053,12735.17866,2348.321864,1.18439646,6.4230976,5.4230976,9.298260232,757.4139032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,6,6,32,6,9,-1.1717,1.37288089,101.5543,2.155,3,66.700583,99.18,417.2263713,41.979417,0.799218661,-0.374645307,-0.212980324,0.407099115,-0.148516032,34.95228608,35.34962376,49.25531666,57.50103112,55.27919282,1,1,8355.453348,6220.888701,2134.564647,1.343128571,3.914359473,2.914359473,8.507252379,801.6480923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,2,6,6,33,6,11,0.9432,0.88962624,118.42,2.972,2.89,70.73379,146.54,466.1596143,44.78621,0.810857134,-0.437256445,-0.104470897,0.496867589,-0.549851189,47.84781186,42.50260235,67.57087126,59.68286892,58.82379401,1,1,10475.94069,7620.563786,2855.376905,1.374693656,3.668846895,2.668846895,9.074579402,797.917811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,15,9,39,16,12,3.1682,10.03749124,135.8766,5.099,3.88,82.641134,67.45,495.2897206,51.494866,0.741729588,-0.398593223,-0.123848203,0.241076988,-0.051596056,40.90539215,42.40551853,60.62002689,63.70242365,66.20122512,0,1,17486.71339,14913.88478,2572.828615,1.172512303,6.796688006,5.796688006,10.53922186,936.6477201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,12,9,26,12,8,4.1449,17.18019601,94.7059,3.85,2.89,53.26386,75.63,361.108086,26.77614,0.548543348,-0.257643045,-0.100588464,0.146750871,-0.017058354,36.17080635,29.94459439,44.22057159,43.93985294,31.60905023,1,0,13299.7132,12904.54708,395.1661214,1.030622239,33.65600562,32.65600562,8.424201566,665.5439493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,13,18,31,13,6,2.4292,5.90101264,101.3836,2.956,3.11,61.301825,83.09,399.1681877,37.570175,0.92574521,-0.475278417,-0.160005673,0.361133618,-0.145926027,34.00679451,34.65328364,48.70501915,65.80705663,69.08103631,0,0,6649.148868,4334.458913,2314.689955,1.534020509,2.872587257,1.872587257,7.990505101,662.5080581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,5,0,5,61,0,7,-3.1051,9.64164601,183.3669,3.415,4.54,125.260752,182.83,764.4346926,84.335248,1.687759307,-0.819584565,0.019187443,-0.168109085,-0.174280353,64.06809746,67.64183954,109.7248194,125.2700334,114.9416655,0,0,54221.08127,50995.04052,3226.040751,1.063261853,16.80731443,15.80731443,13.05701887,1047.899861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
